title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
The Bobsled,-not sold-,"$100,000","$150,000",Signed Lower Right,"17.00"" x 29.70""",1937,Watercolor / Paper,60,Sotheby's New York,11/29/2006
Kelp Ledge NO.1,"$204,000","$120,000","$180,000",Signed Lower Right,"22.00"" x 30.00""",1942,Watercolor / Paper,62,Sotheby's New York,11/29/2006
Gum Tree,"$156,000","$80,000","$120,000",Signed Lower Left,"21.70"" x 30.00""",1958,Watercolor / Paper,63,Sotheby's New York,11/29/2006
For Margie...,"$3,450","$3,000","$4,000",Signed,"6.00"" x 8.70""",not given,Ink / Paper,1050,Eldred's,11/17/2006-11/18/2006
The Oak (Study for The Sentry),"$20,400","$15,000","$25,000",Signed Lower Right,"12.00"" x 16.00""",1949,Watercolor / Paperboard,99,Christie's Los Angeles,10/26/2006
An Elf Looking at Santa's Silhouette in the Moon,"$5,040","$3,000","$5,000",Inscribed and Not Signed,"5.00"" x 8.50""",not given,Ink / Paper,140,"Christie's New York, Rockefeller Center",09/12/2006
Illustrated Letter,"$9,000","$1,500","$3,000",Signed,"11.00"" x 7.20""",not given,Pencil / Paper,83,Brunk Auctions,07/15/2006-07/16/2006
Cider Barrel Study,"$23,000","$6,000","$12,000",Signed Lower Right,"14.00"" x 17.00""",not given,Mixed Media / Paper,85,Brunk Auctions,07/15/2006-07/16/2006
Ides of March Study,"$19,000","$8,000","$15,000",Signed Lower Left,"14.10"" x 19.70""",not given,Mixed Media / Paper,90,Brunk Auctions,07/15/2006-07/16/2006
Study of the Mill,"$20,000","$6,000","$12,000",Signed Lower Right,"11.00"" x 14.00""",not given,Pencil / Paper,95,Brunk Auctions,07/15/2006-07/16/2006
Road to the Mill,"$120,000","$40,000","$80,000",Signed Lower Right,"15.70"" x 27.20""",not given,Watercolor / Paper,97,Brunk Auctions,07/15/2006-07/16/2006
Gable End,"$170,000","$50,000","$100,000",Signed Lower Left,"18.00"" x 24.00""",1986,Watercolor / Paper,236,Brunk Auctions,07/15/2006-07/16/2006
Quiet Harbor,"$85,000","$40,000","$80,000",Signed Lower Right,"13.70"" x 22.00""",1939,Watercolor / Paper,250,Brunk Auctions,07/15/2006-07/16/2006
"Illustrated Letter (Cashing Road, Thomaston, Maine)","$92,000","$5,000","$10,000",Signed,"10.50"" x 8.20""",1963,Watercolor / Paper,259,Brunk Auctions,07/15/2006-07/16/2006
Treasure Island Bookplate Study,"$19,000","$4,000","$8,000",Signed Lower Left,"8.70"" x 6.70""",not given,Mixed Media / Paper,260,Brunk Auctions,07/15/2006-07/16/2006
Nogeeshik Study,"$43,700","$8,000","$15,000",Signed Lower Left,"13.70"" x 11.00""",1972,Pencil / Paper,261,Brunk Auctions,07/15/2006-07/16/2006
Barbara Moore,"$14,000","$6,000","$12,000",Signed Lower Right,"11.20"" x 14.00""",1974,Watercolor / Paper,262,Brunk Auctions,07/15/2006-07/16/2006
"Archie's Roof, Study for Night Lamp","$46,000","$10,000","$20,000",Signed Lower Right,"13.50"" x 18.70""",1950,Pencil / Paper,268,Brunk Auctions,07/15/2006-07/16/2006
Candy Cane Christmas Card,"$1,300",$500,"$1,000",Signed on Reverse,"8.30"" x 5.00""",not given,Ink / Paper,96,The Cobbs Auctioneers,07/01/2006
Elf Swinging,"$3,500",$500,"$1,000",Signed,"5.70"" x 8.20""",not given,Ink / Paper,97,The Cobbs Auctioneers,07/01/2006
Wash Tub,"$262,400","$120,000","$180,000",Signed Lower Right,"16.50"" x 24.00""",1963,Watercolor / Paper,136,"Christie's New York, Rockefeller Center",05/25/2006
Gilpin's Tavern,"$132,000","$60,000","$80,000",Signed Lower Right,"22.00"" x 29.75""",1952,Watercolor / Paper,137,"Christie's New York, Rockefeller Center",05/25/2006
Bone White,-not sold-,"$150,000","$250,000",Signed Lower Left,"14.50"" x 21.50""",not given,Watercolor / Paper,133,Sotheby's New York,05/24/2006
Dusk,-not sold-,"$80,000","$120,000",Signed Lower Right,"24.00"" x 18.00""",not given,Watercolor / Paper,134,Sotheby's New York,05/24/2006
South Cushing,"$4,384,000","$2,000,000","$3,000,000",Signed Lower Left,"27.50"" x 36.50""",1955,Tempera / Panel,135,Sotheby's New York,05/24/2006
Lenape Barn,"$329,600","$125,000","$175,000",Signed,"29.00"" x 22.00""",1961,Watercolor / Paper,136,Sotheby's New York,05/24/2006
Chimney Swift,"$240,000","$30,000","$50,000",Signed Lower Left,"30.00"" x 22.00""",1947,Watercolor / Paper,137,Sotheby's New York,05/24/2006
Berry Picking,"$204,000","$30,000","$50,000",Signed Lower Right,"12.00"" x 9.50""",not given,Watercolor / Paper,130,"Christie's New York, Rockefeller Center",03/02/2006
Heavy Snow,"$553,600","$250,000","$350,000",Signed Lower Left,"20.00"" x 40.00""",1967,Watercolor / Paper,145,"Christie's New York, Rockefeller Center",12/01/2005
Race Run,"$284,800","$150,000","$250,000",Signed Lower Right,"22.00"" x 30.50""",1969,Watercolor / Paper,146,"Christie's New York, Rockefeller Center",12/01/2005
Falls on Goose River (Study for the Intruder),"$180,000","$125,000","$175,000",Signed Lower Left,"21.70"" x 39.00""",not given,Watercolor / Paper,231,Sotheby's New York,11/30/2005
Calm Morning,"$168,000","$80,000","$120,000",Signed Lower Right,"21.00"" x 29.00""",1938,Watercolor / Paper,233,Sotheby's New York,11/30/2005
Fog and The White Dory,-not sold-,"$60,000","$80,000",Signed Lower Left,"18.00"" x 29.00""",1941,Watercolor / Paper,234,Sotheby's New York,11/30/2005
"The Home of John Chads, 1943","$95,600","$80,000","$120,000",Signed Lower Right,"21.50"" x 29.50""",1943,Mixed Media / Paper,88,Shannon's Fine Art Auctioneers,10/20/2005
"Christmas Card, 1958","$5,580","$7,000","$9,000",Signed on Reverse,"3.10"" x 5.00""",1958,Watercolor / Paper,855,"Skinner Inc, Marlborough",09/16/2005
Elf Mounting a Christmas Ornament,"$5,300",$500,n/a,Unsigned,"5.10"" x 4.10""",not given,Watercolor / Paper,566,Mastro Auctions (see Legendary Auctions),08/17/2005
Battle Ensign,"$3,824,000","$1,500,000","$2,000,000",Signed,"22.70"" x 30.50""",1987,Tempera / Paper,78,Sotheby's New York,05/18/2005
Island Fisherman,"$273,600","$100,000","$150,000",Signed,"21.00"" x 29.00""",not given,Watercolor / Paper,84,Sotheby's New York,05/18/2005
The Vestry (Study for Off at Sea),-not sold-,"$300,000","$400,000",Signed,"25.50"" x 36.70""",1972,Watercolor / Paper,87,Sotheby's New York,05/18/2005
The Murray House,"$120,000","$80,000","$120,000",Signed,"23.00"" x 29.70""",not given,Watercolor / Paper,89,Sotheby's New York,05/18/2005
Red Barn Farm,"$78,000","$40,000","$60,000",Signed,"14.70"" x 21.00""",1939,Watercolor / Paper,90,Sotheby's New York,05/18/2005
Buoys,"$115,000","$80,000","$100,000",Signed,"9.20"" x 16.00""",not given,Watercolor / Paper,100,Grogan & Company,04/10/2005
Study of a Young Girl,"$19,200","$5,000","$7,000",Signed,"11.00"" x 13.70""",1972,Pencil / Paper,142,"Christie's New York, Rockefeller Center",03/03/2005
Portrait of Tony Garguilo,"$7,200","$4,000","$6,000",Signed,"10.50"" x 13.20""",1979,Pencil / Paper,144,"Christie's New York, Rockefeller Center",03/03/2005
Fisherman's House,"$127,250","$80,000","$100,000",Signed,"18.00"" x 22.00""",1939,Watercolor / Paper,62,Bonhams California,12/08/2004
Pony Pasture,"$116,250","$80,000","$120,000",Signed,"28.00"" x 19.00""",1965,Watercolor / Paper,63,Bonhams California,12/08/2004
Brush Pile,"$220,300","$100,000","$150,000",Signed,"15.00"" x 22.00""",1962,Mixed Media / Paperboard,106,"Christie's New York, Rockefeller Center",12/02/2004
The Studio,"$119,500","$70,000","$100,000",Signed,"22.00"" x 30.20""",1966,Mixed Media / Paper,108,"Christie's New York, Rockefeller Center",12/02/2004
The Houseguest,"$209,100","$100,000","$150,000",Signed,"19.00"" x 27.70""",1982,Mixed Media / Paper,109,"Christie's New York, Rockefeller Center",12/02/2004
The Stone Fence,"$410,700","$300,000","$500,000",Signed,"25.00"" x 18.50""",not given,Tempera / Panel,116,"Christie's New York, Rockefeller Center",12/02/2004
Rebecca Glatt's House,"$120,000","$80,000","$120,000",Signed,"20.00"" x 29.50""",1943,Mixed Media / Paper,269,Sotheby's New York,12/01/2004
Ocean House,"$190,400","$150,000","$200,000",Signed,"22.00"" x 30.00""",not given,Watercolor / Paper,26,Morris & Whiteside Auctions,10/29/2004
Monday Morning,"$848,000","$400,000","$600,000",Signed,"12.20"" x 16.50""",1955,Tempera / Panel,173,Sotheby's New York,05/19/2004
Moonrise,"$310,400","$80,000","$120,000",Signed,"21.50"" x 29.50""",1938,Watercolor / Paper,177,Sotheby's New York,05/19/2004
Under the Live Oaks,"$78,000","$30,000","$50,000",Signed,"18.00"" x 22.00""",1937,Watercolor / Paper,178,Sotheby's New York,05/19/2004
The Loner,-not sold-,"$250,000","$350,000",Signed,"21.70"" x 29.70""",1971,Watercolor / Canvas,178A,Sotheby's New York,05/19/2004
Deep Woods,"$102,000","$85,000","$100,000",Signed,"21.50"" x 29.70""",1973,Watercolor / Paper,192,Sotheby's New York,05/19/2004
The Attic,"$102,000","$35,000","$45,000",Signed,"21.50"" x 29.50""",not given,Watercolor / Paper,193,Sotheby's New York,05/19/2004
Spring Lambs - A Study,"$26,290","$6,000","$8,000",Signed,"9.50"" x 9.70""",not given,Pencil / Paper,107,"Christie's New York, Rockefeller Center",03/11/2004
Shore Barrier,"$29,380","$25,000","$40,000",Signed,"21.20"" x 19.50""",1939,Ink / Paperboard,120,Freeman's,12/07/2003
Portrait of Bishop D. Coburn,"$35,850","$30,000","$50,000",Signed,"13.20"" x 21.70""",not given,Gouache / Paper,115,"Christie's New York, Rockefeller Center",12/04/2003
Low Tide,"$51,000","$40,000","$60,000",Signed,"17.70"" x 21.50""",1938,Watercolor / Canvas,63,Sotheby's New York,12/03/2003
Mending Fences,"$209,600","$125,000","$175,000",Signed,"22.00"" x 30.00""",1960,Watercolor / Paper,71,Sotheby's New York,12/03/2003
Liberty Bearer,"$3,000","$3,000","$5,000",Signed,"14.00"" x 10.00""",not given,Ink / Paper,245,"Sotheby's New York, Arcade",10/07/2003
Eavesdrop,"$164,300","$100,000","$150,000",Signed,"22.00"" x 30.00""",not given,Watercolor / Paper,96,Christie's Los Angeles,06/18/2003
Combers,"$141,900","$150,000","$250,000",Signed,"22.00"" x 30.25""",not given,Watercolor / Paper,72,"Christie's New York, Rockefeller Center",05/22/2003
Watch Dog,"$411,200","$200,000","$300,000",Signed,"28.50"" x 22.50""",not given,Mixed Media / Paper,130,Sotheby's New York,05/21/2003
Stone Island,"$60,000","$50,000","$75,000",Signed,"19.00"" x 24.00""",1966,Mixed Media / Paper,135,Sotheby's New York,05/21/2003
Ledge on Huppers Island,"$30,000","$30,000","$50,000",Signed Initials,"18.00"" x 26.70""",1941,Ink / Paper,136,Sotheby's New York,05/21/2003
Vermont,"$47,000","$60,000","$80,000",Signed,"21.00"" x 29.00""",not given,Watercolor / Paper,461,"Skinner Inc, Marlborough",03/07/2003
Flag Vearer,-not sold-,"$6,000","$8,000",Unsigned,"14.00"" x 10.00""",not given,Ink / Paper,106,Sotheby's New York,03/05/2003
Study for 'On the Edge',"$53,780","$40,000","$60,000",Signed,"14.00"" x 20.00""",not given,Watercolor / Paper,145,"Christie's New York, Rockefeller Center",12/05/2002
Cow Shed in Winter,"$95,600","$100,000","$150,000",Signed,"21.50"" x 30.00""",not given,Watercolor / Paper,146,"Christie's New York, Rockefeller Center",12/05/2002
The Stone Fence,-not sold-,"$600,000","$800,000",Signed,"25.00"" x 18.50""",not given,Tempera / Panel,147,"Christie's New York, Rockefeller Center",12/05/2002
Granary and Mill,"$77,680","$20,000","$30,000",Signed,"10.20"" x 12.00""",1961,Watercolor / Paper,167,Sotheby's New York,12/04/2002
The Attic,-not sold-,"$60,000","$80,000",Signed,"21.50"" x 29.50""",not given,Watercolor / Paper,168,Sotheby's New York,12/04/2002
Flour Mill (Chadds Ford Mill),-not sold-,"$75,000","$100,000",Signed,"39.50"" x 29.50""",1947,Watercolor / Paper,172,Sotheby's New York,12/04/2002
Ships Clock,"$110,000","$125,000","$175,000",Signed,"23.00"" x 31.00""",1989,Watercolor / Paper,227,Barridoff Galleries,07/31/2002
Picking Apples,"$115,000","$100,000","$125,000",Signed,"20.00"" x 28.00""",1945,Watercolor / Paper,229,Barridoff Galleries,07/31/2002
Seed Corn,"$779,500","$600,000","$800,000",Signed,"15.50"" x 21.70""",1948,Tempera / Masonite,75,Sotheby's New York,05/22/2002
The Big Oak,-not sold-,"$125,000","$175,000",Signed,"21.00"" x 29.50""",1978,Watercolor / Paper,76,Sotheby's New York,05/22/2002
Jack-In-The-Pulpit,"$113,530","$125,000","$175,000",Signed,"20.00"" x 30.00""",not given,Mixed Media / Paper,77,Sotheby's New York,05/22/2002
The Reefer,"$147,000","$125,000","$175,000",Signed,"30.00"" x 22.00""",1977,Watercolor / Paper,82,Sotheby's New York,05/22/2002
The Attic,-not sold-,"$100,000","$150,000",Signed,"21.50"" x 29.50""",not given,Watercolor / Paper,82A,Sotheby's New York,05/22/2002
Moore's,"$262,500","$200,000","$300,000",Signed,"21.70"" x 39.50""",1981,Mixed Media / Paper,84,Sotheby's New York,05/22/2002
Lifeboat,"$174,500","$125,000","$175,000",Signed,"19.50"" x 27.50""",1994,Mixed Media / Paper,85,Sotheby's New York,05/22/2002
Ledge on Huppers Island,-not sold-,"$60,000","$80,000",Signed Initials,"18.00"" x 26.70""",1941,Ink / Paper,99,Sotheby's New York,05/22/2002
Pumpkin in Doorway,"$83,650","$25,000","$35,000",Signed,"8.00"" x 15.00""",1979,Watercolor / Paper,109,Sotheby's New York,05/22/2002
Mill and Icicles,"$47,800","$40,000","$60,000",Signed,"18.00"" x 23.00""",1961,Watercolor / Canvas,110,Sotheby's New York,05/22/2002
"Terns, Little Green Island, Maine",-not sold-,"$60,000","$80,000",Inscribed,"13.00"" x 20.00""",not given,Watercolor / Paper,54,"Christie's New York, Rockefeller Center",04/25/2002
Willard Snowden,-not sold-,"$20,000","$30,000",Signed,"18.00"" x 24.00""",not given,Colored Pencil / Paper,80,Sotheby's New York,03/13/2002
Andress House,"$61,100","$70,000","$90,000",Signed,"17.00"" x 29.00""",not given,Watercolor / Paper,47,"Christie's New York, Rockefeller Center",11/29/2001
Pantry Window,"$215,000","$150,000","$250,000",Signed,"28.00"" x 20.00""",not given,Watercolor / Paper,71,"Christie's New York, Rockefeller Center",11/29/2001
Roll Call,"$270,000","$250,000","$350,000",Signed,"21.00"" x 29.70""",not given,Watercolor / Paper,151,"Christie's New York, Rockefeller Center",11/29/2001
Toll Rope Study - 2,"$29,500","$30,000","$50,000",Signed,"19.00"" x 11.70""",1951,Mixed Media / Paper,159,Sotheby's New York,11/28/2001
Beckie King with Cap,-not sold-,"$15,000","$25,000",Signed,"21.50"" x 16.70""",1945,Pencil / Paper,267,"Christie's New York, ""East""",06/13/2001
Farmhorse,"$49,350","$25,000","$35,000",Signed,"21.70"" x 29.50""",1954,Watercolor / Paper,81,"Christie's New York, Rockefeller Center",05/23/2001
Waldoboro Woods,"$44,650","$50,000","$70,000",Signed,"21.50"" x 29.50""",not given,Watercolor / Paper,87,"Christie's New York, Rockefeller Center",05/23/2001
Cut Granite,"$193,000","$100,000","$150,000",Signed,"28.00"" x 19.10""",not given,Watercolor / Paper,93,"Christie's New York, Rockefeller Center",05/23/2001
Grey Ledge Cove,-not sold-,"$30,000","$50,000",Signed,"14.20"" x 20.50""",1939,Watercolor / Paper,197,Ivey-Selkirk,05/05/2001
The Apron: Study for Room After Room,"$69,750","$60,000","$80,000",Signed,"22.00"" x 28.00""",not given,Watercolor / Paper,208,Sotheby's New York,03/14/2001
"The Freeman House, Cushing, Main","$41,000","$40,000","$60,000",Signed,"13.00"" x 30.20""",not given,Watercolor / Paper,209,Sotheby's New York,03/14/2001
Kuerner's House,"$20,700","$6,000","$8,000",Signed,"13.00"" x 16.80""",not given,Watercolor / Cardboard,104,Freeman's,12/10/2000
Loden Coat,"$643,750","$300,000","$500,000",Signed,"30.00"" x 22.00""",1975,Watercolor / Paper,94,Sotheby's New York,11/30/2000
Teel's Island,"$489,750","$275,000","$375,000",Signed,"10.00"" x 23.00""",1954,Watercolor / Paper,95,Sotheby's New York,11/30/2000
The Kass,"$291,750","$175,000","$225,000",Signed,"23.00"" x 29.00""",1975,Watercolor / Paper,96,Sotheby's New York,11/30/2000
Weather Side,"$1,765,750","$2,000,000","$3,000,000",Signed,"48.00"" x 27.70""",1965,Tempera / Panel,97,Sotheby's New York,11/30/2000
Spruce Bough,"$115,750","$100,000","$150,000",Unavailable,"21.20"" x 30.00""",1969,Watercolor / Paper,98,Sotheby's New York,11/30/2000
The Quaker,"$2,535,750","$1,500,000","$2,000,000",Signed,"36.70"" x 40.50""",1975,Tempera / Panel,99,Sotheby's New York,11/30/2000
The Swinger,"$269,750","$300,000","$500,000",Signed,"14.70"" x 24.70""",1969,Watercolor / Paper,100,Sotheby's New York,11/30/2000
Logging Scoot,"$269,750","$125,000","$175,000",Signed,"22.00"" x 30.50""",1968,Watercolor / Paper,101,Sotheby's New York,11/30/2000
Sea snails,"$55,380","$60,000","$80,000",Signed Initials,"20.00"" x 28.00""",not given,Watercolor / Canvas,102,Sotheby's New York,11/30/2000
Nogeeshik,"$1,820,750","$900,000","$1,200,000",Signed Initials,"25.00"" x 22.00""",1972,Tempera / Panel,103,Sotheby's New York,11/30/2000
Christina's Teapot,"$176,250","$100,000","$150,000",Signed,"28.70"" x 22.70""",1968,Watercolor / Paper,104,Sotheby's New York,11/30/2000
End of Olsons,"$693,250","$800,000","$1,200,000",Signed Initials,"18.20"" x 19.00""",1969,Tempera / Panel,105,Sotheby's New York,11/30/2000
Buzzard's Glory,-not sold-,"$600,000","$800,000",Signed,"18.50"" x 24.00""",1968,Tempera / Panel,106,Sotheby's New York,11/30/2000
Rain Clouds,"$159,750","$150,000","$250,000",Signed,"30.70"" x 22.00""",1969,Watercolor / Paper,107,Sotheby's New York,11/30/2000
Elwell's Sawmill,"$170,750","$150,000","$200,000",Signed,"22.00"" x 30.50""",1968,Watercolor / Paper,108,Sotheby's New York,11/30/2000
Peter Wyeth Hurd,"$126,750","$100,000","$150,000",Signed,"18.00"" x 23.20""",1961,Watercolor / Paper,109,Sotheby's New York,11/30/2000
Kitchen Garden,"$159,750","$150,000","$250,000",Signed,"23.50"" x 22.20""",1962,Watercolor / Paper,110,Sotheby's New York,11/30/2000
From the Capes,"$467,750","$250,000","$350,000",Signed,"24.20"" x 18.50""",1974,Tempera / Panel,111,Sotheby's New York,11/30/2000
Canada,"$126,750","$60,000","$80,000",Signed,"17.20"" x 28.00""",1974,Watercolor / Paper,112,Sotheby's New York,11/30/2000
Tom's Shed,"$98,500","$60,000","$80,000",Signed,"14.00"" x 20.00""",1960,Watercolor / Paper,113,Sotheby's New York,11/30/2000
Winter Farm Scene,"$46,750","$30,000","$50,000",Signed,"22.70"" x 31.00""",not given,Watercolor / Paper,192,Sotheby's New York,11/30/2000
City in the Dawn,"$110,500","$60,000","$80,000",Unavailable,"22.20"" x 23.00""",not given,Tempera / Masonite,116,"Christie's New York, Rockefeller Center",11/29/2000
Grist Mill,"$193,000","$150,000","$250,000",Signed,"20.00"" x 28.10""",not given,Watercolor / Paper,120,"Christie's New York, Rockefeller Center",11/29/2000
"Shed Roofs, The Back of NC Wyeth's","$90,500","$60,000","$90,000",Signed,"14.00"" x 21.20""",not given,Watercolor / Paper,187,Barridoff Galleries,08/02/2000
Race Bridge Study; two sheets,"$14,100","$15,000","$25,000",Signed,"12.00"" x 28.00""",not given,Watercolor / Paper,284,"Christie's New York, ""East""",06/15/2000
Tide Pools,"$47,000","$25,000","$35,000",Signed,"15.70"" x 19.70""",not given,Watercolor / Paper,99,"Christie's New York, Rockefeller Center",05/25/2000
Hay Ledge,-not sold-,"$2,500,000","$3,500,000",Signed,"21.50"" x 45.20""",not given,Tempera / Panel,101,"Christie's New York, Rockefeller Center",05/25/2000
Headgate,"$182,000","$100,000","$150,000",Signed,"19.00"" x 28.00""",not given,Watercolor / Paper,133,"Christie's New York, Rockefeller Center",05/25/2000
Cider Barrel,"$457,000","$300,000","$500,000",Signed,"22.00"" x 29.00""",not given,Watercolor / Paper,136,"Christie's New York, Rockefeller Center",05/25/2000
Rum Runner,"$76,380","$30,000","$50,000",Signed,"15.00"" x 8.00""",not given,Watercolor / Paper,143,"Christie's New York, Rockefeller Center",05/25/2000
The Finn,"$743,000","$300,000","$500,000",Unavailable,"29.70"" x 21.50""",not given,Watercolor / Paper,148,"Christie's New York, Rockefeller Center",05/25/2000
Fence Line,"$193,000","$120,000","$180,000",Signed,"21.70"" x 30.00""",not given,Watercolor / Paper,153,"Christie's New York, Rockefeller Center",05/25/2000
The New Table,"$193,000","$180,000","$240,000",Signed,"28.00"" x 20.00""",not given,Watercolor / Paper,157,"Christie's New York, Rockefeller Center",05/25/2000
"A Bridge, Race Gate","$165,500","$60,000","$80,000",Signed,"14.00"" x 22.00""",not given,Gouache / Paper,158,"Christie's New York, Rockefeller Center",05/25/2000
Rum Runner,"$886,000","$500,000","$700,000",Signed,"25.00"" x 48.00""",not given,Tempera / Panel,160,"Christie's New York, Rockefeller Center",05/25/2000
Curtain Call,"$291,750","$150,000","$250,000",Signed,"31.20"" x 22.50""",1979,Watercolor / Paper,195,Sotheby's New York,05/24/2000
Late Harvest,"$170,750","$125,000","$175,000",Signed,"21.70"" x 30.00""",1973,Watercolor / Board,196,Sotheby's New York,05/24/2000
Lobster Pots,"$148,750","$60,000","$80,000",Signed & Titled,"18.20"" x 22.20""",not given,Watercolor / Paper,201,Sotheby's New York,05/24/2000
Portrait Of Rattler,"$14,950","$8,000","$12,000",Signed,"8.50"" x 11.00""",1963,Colored Pencil / Paper,149,Sotheby's New York,03/15/2000
Wild Cherry,-not sold-,"$60,000","$80,000",Signed,"22.00"" x 29.70""",not given,Mixed Media / Paper,172,Sotheby's New York,03/15/2000
Bean Basket,"$156,500","$60,000","$80,000",Signed,"16.00"" x 21.00""",not given,Watercolor / Paper,222,Sotheby's New York,12/01/1999
Tomorrow The Outer Shoals,"$310,500","$250,000","$350,000",Signed,"22.00"" x 38.00""",not given,Tempera / Panel,232,Sotheby's New York,12/01/1999
King Post,"$107,000","$50,000","$70,000",Signed,"21.70"" x 29.00""",not given,Watercolor / Paper,142,"Christie's New York, Rockefeller Center",11/30/1999
Nell,"$123,500","$80,000","$120,000",Signed,"21.50"" x 30.00""",1976,Watercolor / Paper,183,Sotheby's New York,05/27/1999
City in the Dawn,-not sold-,"$150,000","$250,000",Unavailable,"22.20"" x 23.00""",not given,Tempera / Masonite,148,"Christie's New York, Rockefeller Center",05/26/1999
Island Inn,"$167,500","$70,000","$90,000",Signed,"19.50"" x 30.00""",not given,Watercolor / Paper,150,"Christie's New York, Rockefeller Center",05/26/1999
On the Beach,"$420,500","$200,000","$300,000",Signed,"16.00"" x 31.70""",not given,Tempera / Masonite,153,"Christie's New York, Rockefeller Center",05/26/1999
Fair Wind,"$112,500","$40,000","$60,000",Signed,"17.00"" x 31.20""",not given,Watercolor / Paper,154,"Christie's New York, Rockefeller Center",05/26/1999
Hardwood,"$90,500","$60,000","$80,000",Signed,"22.50"" x 30.00""",not given,Watercolor / Paper,155,"Christie's New York, Rockefeller Center",05/26/1999
Nogeeshik Study,"$48,300","$20,000","$30,000",Signed,"11.00"" x 14.00""",not given,Colored Pencil / Paper,160,"Christie's New York, Rockefeller Center",05/26/1999
Study of Heat Lightning,"$13,800","$5,000","$7,000",Signed,"23.70"" x 18.00""",not given,Colored Pencil / Paper,367,"Sotheby's New York, Arcade",03/30/1999
Studio at Port Clyde Maine,"$1,725","$2,000","$3,000",Signed,"15.50"" x 8.00""",not given,Ink / Wood,368,"Sotheby's New York, Arcade",03/30/1999
Portrait of Nogeeshik,"$12,650","$6,000","$8,000",Signed,"13.80"" x 11.00""",not given,Colored Pencil / Paper,369,"Sotheby's New York, Arcade",03/30/1999
Study of the Kass (Sleeping Dog),"$14,950","$3,000","$5,000",Signed,"23.70"" x 18.00""",not given,Colored Pencil / Paper,371,"Sotheby's New York, Arcade",03/30/1999
Study for Nogeeshik,"$26,450","$10,000","$15,000",Signed,"22.70"" x 28.70""",1972,Colored Pencil / Paper,165,Sotheby's New York,03/11/1999
Study for My Young Friend,"$19,550","$8,000","$12,000",Signed,"14.00"" x 17.00""",1970,Colored Pencil / Paper,166,Sotheby's New York,03/11/1999
Perpetual Care,"$508,500","$350,000","$550,000",Signed,"28.50"" x 22.50""",1961,Watercolor / Paper,267,Sotheby's New York,12/03/1998
Blueberries,"$156,000","$80,000","$120,000",Signed,"11.50"" x 17.50""",1961,Watercolor / Paper,273,Sotheby's New York,12/03/1998
Ice Floe,"$46,000","$50,000","$70,000",Signed,"22.00"" x 30.00""",1969,Watercolor / Paper,274,Sotheby's New York,12/03/1998
The Milk Room,"$376,500","$120,000","$180,000",Unavailable,"30.00"" x 22.00""",not given,Watercolor / Paper,51,"Christie's New York, Rockefeller Center",05/21/1998
Adam Johnson's House,"$23,000","$25,000","$35,000",Signed,"14.80"" x 21.00""",not given,Ink / Paper,213,"Christie's New York, Rockefeller Center",05/21/1998
Blue Mussels,"$85,000","$60,000","$80,000",Signed,"21.70"" x 30.00""",not given,Watercolor / Paper,218,"Christie's New York, Rockefeller Center",05/21/1998
The Captain's House,"$123,500","$60,000","$80,000",Signed,"17.00"" x 29.00""",not given,Watercolor / Paper,154,Sotheby's New York,05/20/1998
Maplejuice Cove,"$31,630","$30,000","$50,000",Signed,"18.00"" x 22.00""",1942,Watercolor / Paper,155,Sotheby's New York,05/20/1998
Study for the General's Chair,"$33,350","$15,000","$25,000",Signed,"15.70"" x 13.00""",not given,Colored Pencil / Paper,161,Sotheby's New York,05/20/1998
Study for Cider Barrel,"$8,630","$8,000","$12,000",Signed,"12.50"" x 16.20""",not given,Colored Pencil / Paper,162,Sotheby's New York,05/20/1998
Conch Shell,"$85,000","$60,000","$90,000",Signed,"22.00"" x 30.00""",not given,Watercolor / Paper,163,Sotheby's New York,05/20/1998
Binoculars,-not sold-,"$100,000","$150,000",Signed,"21.00"" x 29.00""",1981,Watercolor / Paper,170,Sotheby's New York,05/20/1998
Overlooking the Bay,-not sold-,"$10,000","$15,000",Signed,"11.00"" x 14.50""",not given,Watercolor / Paper,267,"Mystic Fine Arts, Ltd",04/02/1998
Nell,"$90,500","$75,000","$125,000",Signed,"21.00"" x 29.00""",not given,Watercolor / Paper,338,"Skinner Inc, Marlborough",03/13/1998
Airing Out,"$167,500","$80,000","$120,000",Signed,"30.50"" x 22.00""",1969,Watercolor / Paper,192,Sotheby's New York,12/03/1997
The General's Chair,"$96,000","$75,000","$100,000",Signed,"30.50"" x 22.00""",1969,Watercolor / Paper,193,Sotheby's New York,12/03/1997
Tomorrow The Outer Shoals,-not sold-,"$500,000","$700,000",Signed,"22.00"" x 38.00""",not given,Tempera / Panel,194,Sotheby's New York,12/03/1997
New England Plan,"$79,500","$50,000","$75,000",Signed,"21.20"" x 30.00""",1961,Watercolor / Paper,195,Sotheby's New York,12/03/1997
Olsons in the Snow,"$74,000","$30,000","$40,000",Signed,"17.00"" x 21.00""",1975,Watercolor / Paper,196,Sotheby's New York,12/03/1997
Portrait of Peter Hurd,"$37,380","$30,000","$50,000",Signed,"12.50"" x 14.20""",1959,Watercolor / Paper,201,Sotheby's New York,12/03/1997
Portrait of Adam Johnson,"$90,500","$30,000","$50,000",Signed,"14.00"" x 22.00""",1951,Watercolor / Paper,202,Sotheby's New York,12/03/1997
