title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
GARDEUSE DE MOUTONS,"$106,000","$61,900","$92,850",Signed and Dated,"11.22"" x 21.46""",1889,Mixed Media  gouache and pencil on fabric,507,"Sotheby's London, New Bond Street",02/06/2014
"LE BOULEVARD MONTMARTRE, MATINÉE DE PRINTEMPS","$30,458,670","$10,832,500","$15,475,000",Signed Lower Left,"25.59"" x 31.89""",1897,Oil / Canvas,43,"Sotheby's London, New Bond Street",02/05/2014
Le marchand de marrons,"$73,510","$15,480","$23,210",Signed Initials,"9.13"" x 7.13""",not given,Pen and ink / Paper,208,"Christie's London, King Street",02/05/2014
Chateau de la Roche-Guyon,"$11,220","$9,290","$12,380",Stamped,"11.54"" x 17.17""",1859,Pencil  pen and ink / Paper,1,Bonhams Bond Street,02/04/2014
LA CUEILLETTE DES POMMES,"$3,594,070","$3,095,000","$4,642,500",Signed and Dated,"25.51"" x 21.38""",1881,Oil / Canvas,25,"Christie's London, King Street",02/04/2014
Paysage du midi,-not sold-,"$18,000","$25,000",Stamped,"5.91"" x 4.72""",not given,Watercolor and pencil / Paper on board,28,Matsart Auctioneers & Appraisers,01/21/2014
"Winterlandscape, ca.","$23,860","$19,890",n/a,Signed Lower Left,"8.11"" x 11.22""",c.1890,Pastel / Paper,1000,Nagel Auktionen,12/04/2013
Paysage avec trois paysans. 1891,-not sold-,"$374,400","$481,370",Signed and Dated,"12.20"" x 9.45""",1891,Gouache / Paper,3205,"Galerie Koller, AG, Zurich",12/04/2013-12/07/2013
Eragny - matin. 1889,"$38,510","$42,790","$64,180",Signed and Dated,"8.98"" x 11.61""",1889,Watercolor / Paper on board,3213,"Galerie Koller, AG, Zurich",12/04/2013-12/07/2013
Les baigneuses,-not sold-,"$79,550","$106,060",Signed Initials,"13.50"" x 9.76""",not given,Gouache  and chalk / Paper,3,Christie's Paris,12/03/2013
Jardin à Éragny,"$248,590","$265,160","$397,740",Stamped,"25.59"" x 31.69""",not given,Oil / Canvas,24,Christie's Paris,12/03/2013
Les dunes de Knokke,"$331,450","$331,450","$397,740",Stamped,"25.59"" x 31.89""",not given,Oil / Canvas,37,Louiza Auktion & Associés,11/30/2013
Bäuerin mit Schubkarre.,"$1,590","$1,193",n/a,Signed Monogram,"5.94"" x 3.62""",c.1880-85,Pencil / Vellum,8393,"Galerie Bassenge, Berlin",11/28/2013-11/30/2013
Hommes aux fauceilles,"$5,000","$2,000","$3,000",Signed Initials,"9.75"" x 12.00""",not given,Charcoal / Paper,361,Brunk Auctions,11/15/2013-11/17/2013
"Kensington Gardens, London","$43,750","$30,000","$50,000",Stamped,"6.50"" x 10.00""",1890,Watercolor / Paper,63044,Heritage Auctions,11/08/2013
La ferme à Châtillon-sur-Seine,"$46,880","$30,000","$50,000",Signed and Dated,"9.50"" x 12.00""",1884,Watercolor  with wash and charcoal / Paper,63045,Heritage Auctions,11/08/2013
PAYSAGE AVEC UNE VACHÈRE,-not sold-,"$400,000","$600,000",Signed Lower Right,"13.00"" x 18.25""",c.1872,Oil / Canvas,363,Sotheby's New York,11/07/2013
PRAIRIE À ÉRAGNY,"$4,253,000","$2,500,000","$3,500,000",Signed and Dated,"24.50"" x 28.88""",1886,Oil / Canvas,35,Sotheby's New York,11/06/2013
BORDS DU LOING À MORET,"$1,745,000","$1,000,000","$1,500,000",Signed and Dated,"18.13"" x 21.75""",1901,Oil / Canvas,39,Sotheby's New York,11/06/2013
"LES COTEAUX DE THIERCEVILLE, MEULES, BERGER ET TROUPEAU","$2,045,000","$2,000,000","$3,000,000",Inscribed,"28.88"" x 36.25""",1897,Oil / Canvas,42,Sotheby's New York,11/06/2013
"LA MAISON DES ANGLAIS, ÉRAGNY","$1,109,000","$400,000","$600,000",Signed Lower Left,"16.13"" x 13.13""",c.1902,Oil / Canvas,44,Sotheby's New York,11/06/2013
"CRUE DE LA SEINE, PONT BOIELDIEU, ROUEN","$2,405,000","$1,500,000","$2,000,000",Signed and Dated,"21.50"" x 26.00""",1896,Oil / Canvas,58,Sotheby's New York,11/06/2013
Femme raccommodant des bas,"$347,000","$100,000","$150,000",Signed and Dated,"12.38"" x 9.88""",1881,Gouache / Paper,141,"Christie's New York, Rockefeller Center",11/06/2013
La foire de Gisors,"$893,000","$400,000","$600,000",Signed and Dated,"12.00"" x 9.50""",1889,Gouache  over pencil / Silk,149,"Christie's New York, Rockefeller Center",11/06/2013
"Le jardin de Maubuisson, Pontoise, la mère Bellette","$1,805,000","$1,500,000","$2,000,000",Signed and Dated,"21.44"" x 25.88""",1882,Oil / Canvas,23,Bonhams New York,11/05/2013
"Paysage avec maisons et mur de clôture, givre et brume, Eragny","$965,000","$800,000","$1,200,000",Signed and Dated,"18.13"" x 21.63""",1892,Oil / Canvas,44,"Christie's New York, Rockefeller Center",11/05/2013
LA FOIRE DE SAINT-MARTIN A PONTOISE,"$34,440","$33,150","$46,400",Signed and Titled,"5.98"" x 7.40""",not given,Watercolor and pencil / Paper,4,Artcurial,10/30/2013
LANDSCAPE WITH PEASANTS,"$4,750","$4,000","$6,000",Signed Lower Left,"10.00"" x 16.25""",not given,Pencil  and charcoal / Paper,459,Stair Galleries,10/26/2013-10/27/2013
AU PARC,"$28,130","$25,000","$35,000",Stamped,"6.50"" x 8.63""",1882,Watercolor and pencil  with conte crayon / Paper,3,Sotheby's New York,10/09/2013
Femme Assise,"$2,000","$3,000","$5,000",Signed Initials,"6.13"" x 3.50""",not given,Pencil / Paper,40,Doyle New York,10/09/2013
Maison dans le Foret,"$4,063","$2,500","$3,500",Signed Initials,"7.88"" x 6.13""",not given,Ink / Paper,41,Doyle New York,10/09/2013
Paysage avec Deux Personnages,"$5,940","$3,000","$5,000",Signed Initials,"6.38"" x 8.50""",not given,Ink / Paper,42,Doyle New York,10/09/2013
"""Paysanne""","$5,940","$3,000","$5,000",Signed Initials,"6.00"" x 3.50""",c.1883,Watercolor and pencil / Paper,5,Dallas Auction Gallery,10/02/2013
"""Paysage du midi""","$13,750","$6,000","$8,000",Stamped,"6.25"" x 4.75""",not given,Watercolor and pencil / Paper on board,9,Dallas Auction Gallery,10/02/2013
Haystack in a field (recto); and A Figure Study (verso),"$10,000","$4,000","$6,000",Signed Initials,"4.50"" x 7.50""",not given,Pencil / Paper,82,"Christie's New York, Rockefeller Center",10/01/2013-10/02/2013
Two Studies of a Peasant Woman Weeding,"$7,670","$8,000","$12,000",Stamped,"9.13"" x 12.00""",not given,Charcoal / Paper,260,Brunk Auctions,09/21/2013-09/22/2013
PAYSAN SE REPOSANT DANS L'HERBE,-not sold-,"$15,000","$20,000",Signed Initials,"4.50"" x 8.00""",not given,Watercolor / Paper,1407,Sloans and Kenyon,09/20/2013-09/22/2013
"""AU MARCHÉ""","$10,200","$3,500","$7,000",Signed Initials,"7.25"" x 4.25""",c.1890,Pen and ink  with chalk and watercolor / Paper,2035,DuMouchelles Auction House,09/20/2013-09/22/2013
Sitting Peasant,"$5,000","$5,000","$8,000",Signed Lower Right,"6.30"" x 3.94""",1853,Pencil / Paper,95,Shinwa Art Auction,07/20/2013
Peasant at work,"$6,880","$5,000","$7,000",Signed Initials,"5.91"" x 3.94""",not given,Pencil / Paper,306,Matsart Auctioneers & Appraisers,07/02/2013
Deux laboureurs dans un champ,-not sold-,"$6,190","$9,280",Signed Initials,"6.89"" x 12.01""",1895,Pencil / Paper,109,"Christie's London, South Kensington",06/21/2013
EFFET DE NEIGE À MONTFOUCAULT,"$1,037,810","$939,900","$1,253,200",Signed Lower Right,"18.11"" x 21.85""",c. 1874,Oil / Canvas,40,"Sotheby's London, New Bond Street",06/19/2013
"L'ÉTANG AU SOLEIL COUCHANT, MONTFOUCAULT",-not sold-,"$1,253,200","$1,879,800",Signed and Dated,"21.06"" x 25.79""",1874,Oil / Canvas,59,"Sotheby's London, New Bond Street",06/19/2013
Les Sarcleurs. 1882.,-not sold-,"$379,790","$488,300",Signed and Dated,"7.87"" x 11.81""",1882,Gouache / Silk,3212,"Galerie Koller, AG, Zurich",06/19/2013-06/22/2013
Un clos à Varengeville avec vache. 1899,-not sold-,"$759,570","$1,085,100",Signed and Dated,"18.50"" x 22.05""",1899,Oil / Canvas,3235,"Galerie Koller, AG, Zurich",06/19/2013-06/22/2013
"Étude d'arbre (Study of a Tree) with landscape drawing verso, circa late 1850s",-not sold-,"$8,000","$12,000",Signed Initials,"18.75"" x 12.50""",circa late 1850s,Pencil / Paper,66056,Inquire about post-auction sale,06/15/2013
"Le Pré à Éragny avec meule, circa 1899","$76,980","$66,370","$79,640",Signed Lower Right,"3.54"" x 2.76""",c. 1899,Oil / Panel,20,Boisgirard-Antonini (Paris),06/12/2013
"Bosquet, Eragny","$8,550","$4,120","$6,180",Signed,"5.83"" x 7.76""",not given,Pen and ink  and watercolor / Paper,952,Mainichi Auction Inc.,06/08/2013
LA FOIRE DE SAINT-MARTIN A PONTOISE,-not sold-,"$32,560","$45,590",Signed Lower Right,"5.98"" x 7.40""",1880,Watercolor and pencil / Paper,77,Artcurial,06/04/2013
PAYSAGE à Pontoise,"$6,300","$5,160","$7,740",Signed Monogram,"5.13"" x 8.13""",1872,Ink  and pencil / Paper,174,Grisebach,05/29/2013
Paysage à la ferme,-not sold-,$773,"$1,031",Signed Initials,"8.46"" x 11.42""",not given,Pencil / Paper,200,"Tajan, Paris",05/16/2013
Paysage à l'auberge,-not sold-,$773,"$1,031",Signed Initials,"6.30"" x 8.46""",not given,Pencil / Paper,201,"Tajan, Paris",05/16/2013
Louveciennes,"$183,750","$150,000","$200,000",Stamped,"17.00"" x 11.88""",c.1870,Oil / Canvas,225,"Christie's New York, Rockefeller Center",05/09/2013
Vacheur dans un pré à Eragny,-not sold-,"$300,000","$500,000",Signed and Dated,"15.13"" x 18.25""",1890,Oil / Canvas,277,"Christie's New York, Rockefeller Center",05/09/2013
"MAISONS SUR UN COTEAU, HIVER, ENVIRONS DE LOUVECIENNES","$1,083,750","$1,000,000","$1,500,000",Signed Lower Right,"12.75"" x 18.13""",1872,Oil / Canvas,5,"Christie's New York, Rockefeller Center",05/08/2013
"LE RELAIS DE POSTE, ROUTE DE VERSAILLES, LOUVECIENNES, NEIGE","$2,139,750","$1,800,000","$2,500,000",Signed Lower Left,"12.88"" x 18.25""",1872,Oil / Canvas,16,"Christie's New York, Rockefeller Center",05/08/2013
L'ENFANT AU TAMBOUR,"$1,915,750","$1,500,000","$2,500,000",Signed Lower Right,"21.75"" x 18.13""",1877,Oil / Canvas,18,"Christie's New York, Rockefeller Center",05/08/2013
BORDS DE L'EPTE À ÉRAGNY,"$281,000","$200,000","$300,000",Signed Initials,"6.13"" x 9.38""",c.1886,Oil / Panel,137,Sotheby's New York,05/08/2013
LA MÈRE DE L'ARTISTE AU LIT,-not sold-,"$40,000","$60,000",Stamped,"8.88"" x 11.50""",1889,Watercolor  and chalk / Paper,159,Sotheby's New York,05/08/2013
AU VIGNES,"$6,250","$8,000","$12,000",Stamped,"9.00"" x 7.13""",1883,Watercolor and pencil / Paper,162,Sotheby's New York,05/08/2013
"MARCHÉ AUX POISSONS, DIEPPE","$18,750","$15,000","$20,000",Stamped,"10.00"" x 7.88""",1901,Watercolor  and charcoal / Paper,163,Sotheby's New York,05/08/2013
FILLE EN PROFIL,"$28,130","$5,000","$7,000",Stamped,"12.25"" x 9.63""",c.1880,Chalk  with white / Paper,165,Sotheby's New York,05/08/2013
"LA MAISON RONDEST ET SON JARDIN À L'HERMITAGE, PONTOISE","$1,805,000","$700,000","$900,000",Signed and Dated,"21.63"" x 25.75""",1878,Oil / Canvas,255,Sotheby's New York,05/08/2013
FENAISON,"$581,000","$250,000","$350,000",Signed Lower Right,"7.50"" x 10.00""",c.1901,Gouache  and charcoal / Paper,1,Sotheby's New York,05/07/2013
STUDY OF GEESE (recto); STUDY OF A DOG (verso),"$3,813","$1,525","$2,287",Stamped,"5.12"" x 7.48""",not given,Charcoal  and grey wash / Paper,1689,Lawrences - Crewkerne,04/25/2013-04/26/2013
La mère de l'artiste,$525,$525,$656,Signed Lower Left,"4.72"" x 3.94""",not given,graphite / Paper,6,Artprecium,04/18/2013
Jeanne (recto and verso),"$4,375","$7,000","$9,000",Signed Initials,"5.50"" x 3.50""",c.1867,Ink  and pencil / Paper,34,"Christie's New York, Rockefeller Center",04/02/2013-04/03/2013
FEMMES,-not sold-,"$5,130","$6,410",Unavailable,"7.87"" x 5.63""",not given,Graphite / Paper,167,Cornette De Saint Cyr,03/28/2013
"Tête de jeune-fille de profil dite ""la Rosa""","$1,681,030","$232,760","$284,480",Signed and Dated,"21.65"" x 18.11""",1896,Oil / Canvas,118,Thierry de Maigret,03/20/2013
ÉTUDES: A DOUBLE-SIDED DRAWING,"$5,940","$1,500","$2,000",Stamped,"11.88"" x 8.50""",not given,Chalk / Paper,2,Sotheby's New York,03/13/2013
PAYSANNE A LA FOURCHE,"$37,500","$25,000","$35,000",Signed Initials,"9.50"" x 7.13""",not given,Charcoal / Paper,5,Sotheby's New York,03/13/2013
AU PARC,"$31,250","$25,000","$35,000",Stamped,"6.50"" x 8.63""",1882,Watercolor  and conte crayon over pencil / Paper,6,Sotheby's New York,03/13/2013
Paysage de Caracas,"$14,700","$10,980","$15,680",Inscribed and Signed,"11.02"" x 13.78""",1854,Pencil / Paper,154,"Christie's London, South Kensington",02/08/2013
Paysanne,"$3,920","$3,136","$4,704",Signed Initials,"8.19"" x 6.30""",1884,Chalk  and watercolor / Paper,155,"Christie's London, South Kensington",02/08/2013
Femme raccommodant,"$6,270","$2,822","$3,763",Stamped,"6.89"" x 4.92""",1881,Charcoal / Paper,156,"Christie's London, South Kensington",02/08/2013
Jeune négresse assise,"$80,870","$39,140","$54,800",Stamped,"11.89"" x 17.01""",1855-1857,Charcoal  and chalk / Paper,293,"Christie's London, King Street",02/07/2013
Bord de rivière,"$80,870","$62,630","$93,940",Signed and Dated,"2.76"" x 10.08""",1893,Oil / Panel,431,"Christie's London, King Street",02/07/2013
"LA MAISON RONDEST SOUS LA NEIGE, PONTOISE OR CHEMIN DE L'HERMITAGE, PONTOISE, SOUS LA NEIGE","$998,490","$471,840","$786,400",Signed Lower Left,"18.27"" x 15.35""",c.1875,Oil / Canvas,140,"Sotheby's London, New Bond Street",02/06/2013
"USINE À SAINT-OUEN-L'AUMÔNE, LA CRUE DE L'OISE",-not sold-,"$314,560","$471,840",Signed and Dated,"14.96"" x 22.05""",1873,Oil / Canvas,161,"Sotheby's London, New Bond Street",02/06/2013
"LE GRAND NOYER À ERAGNY, AUTOMNE","$681,420","$471,840","$629,120",Stamped,"15.24"" x 17.99""",c.1890,Oil / Canvas,323,"Sotheby's London, New Bond Street",02/06/2013
LA MAISON DE PIETTE À MONTFOUCAULT,-not sold-,"$550,480","$707,760",Signed and Dated,"18.03"" x 21.89""",1874,Oil / Canvas,371,"Sotheby's London, New Bond Street",02/06/2013
Falaises aux Petites-Dalles,"$256,610","$235,790","$314,380",Signed and Dated,"21.22"" x 25.75""",1883,Oil / Canvas,11,Bonhams Bond Street,02/05/2013
LA SEINE À PORT-MARLY,"$1,438,050","$628,760","$943,140",Signed Lower Right,"13.98"" x 18.31""",c.1872,Oil / Canvas,17,"Sotheby's London, New Bond Street",02/05/2013
Paysage (double sided),-not sold-,"$2,012","$2,682",Unavailable,"5.51"" x 9.06""",not given,Graphite / Paper,46,Pescheteau-Badin,01/26/2013
Fenaison à Eragny,"$105,290","$63,170","$72,390",Signed and Dated,"12.99"" x 25.59""",1893,Watercolor and gouache / Silk,42,Audap & Mirabaud,12/17/2012
PAYSAGE D'AUTOMNE,"$4,653","$3,877","$4,523",Signed,"5.12"" x 8.27""",1968,Watercolor / Paper,23,Eric Pillon Encheres,12/09/2012
Attelage dans un village,"$9,450","$10,390","$12,980",Signed Monogram,"6.10"" x 8.07""",not given,Mixed Media  pencil and wash / Paper,12,AuctionART-Remy Le Fur & Associes,12/03/2012
"Le grand noyer dans le pré, Éragny","$903,590","$414,850","$492,630",Signed and Dated,"15.04"" x 18.11""",1885,Oil / Canvas,13,Christie's Paris,11/28/2012
Gardeuse de moutons,-not sold-,"$100,000","$150,000",Signed and Dated,"11.88"" x 22.38""",1889,Mixed Media  gouache over pencil / Silk,108,"Christie's New York, Rockefeller Center",11/08/2012
Scène villageoise,"$40,000","$25,000","$35,000",Unavailable,"9.38"" x 12.00""",c. 1854-1855,Oil  and pencil / Canvas,315,"Christie's New York, Rockefeller Center",11/08/2012
"Gardeuse de vaches, Eragny","$662,500","$700,000","$1,000,000",Signed and Dated,"21.25"" x 25.50""",1887,Gouache / Paper on board,8,"Christie's New York, Rockefeller Center",11/07/2012
Hameau aux environs de Pontoise,"$4,394,500","$3,000,000","$4,000,000",Signed and Dated,"21.25"" x 29.13""",1872,Oil / Canvas,10,"Christie's New York, Rockefeller Center",11/07/2012
"Le pré avec cheval gris, Eragny","$1,650,500","$1,400,000","$2,200,000",Signed and Dated,"21.25"" x 25.75""",1893,Oil / Canvas,17,"Christie's New York, Rockefeller Center",11/07/2012
"Pommiers et faneuses, Eragny","$4,226,500","$2,500,000","$3,500,000",Signed and Dated,"23.25"" x 29.00""",1895,Oil / Canvas,43,"Christie's New York, Rockefeller Center",11/07/2012
La servante assise dans le jardin d'Eragny,-not sold-,"$2,000,000","$3,000,000",Signed and Dated,"23.25"" x 29.50""",1884,Oil / Canvas,44,"Christie's New York, Rockefeller Center",11/07/2012
GARDEUSE D'OIES,"$302,500","$200,000","$300,000",Signed and Dated,"13.00""",1886,Gouache / Silk,177,Sotheby's New York,11/07/2012
"LES COTEAUX DE GISORS, TEMPS GRIS","$398,500","$250,000","$350,000",Signed and Dated,"18.13"" x 21.63""",1885,Oil / Canvas,178,Sotheby's New York,11/07/2012
ROUTE À LOUVECIENNES,-not sold-,"$200,000","$300,000",Stamped,"17.38"" x 11.88""",c. 1870,Oil / Canvas,380,Sotheby's New York,11/07/2012
LES QUAIS À ROUEN,"$43,750","$30,000","$40,000",Inscribed and Signed,"11.38"" x 8.75""",not given,Watercolor  and black crayon / Paper,393,Sotheby's New York,11/07/2012
LA JEUNE FEMME AU CHAPEAU FLEURI,-not sold-,"$18,000","$25,000",Signed Lower Left,"19.38"" x 12.50""",not given,Watercolor / Paper,395,Sotheby's New York,11/07/2012
Marche de Gisors (rue Cappeville) (2),"$33,600","$25,000","$35,000",unknown,Dimensions not available,not given,etching with extensive hand-coloring in watercolors / Paper,106,Shannon's Fine Art Auctioneers,10/24/2012
Jardins Formals,-not sold-,"$10,000","$15,000",Signed Lower Right,"8.00"" x 10.00""",1890,chine appliqué,64013,Inquire about post-auction sale,10/23/2012
L'église de Knokke,"$16,250","$15,000","$25,000",Stamped,"10.20"" x 8.30""",1894,Watercolor and gouache / Paper,64018,Heritage Auctions,10/23/2012
MARCHÉ,"$15,000","$8,000","$12,000",Stamped,"11.38"" x 8.88""",not given,Watercolor and pencil  with charcoal / Paper,1,Sotheby's New York,10/04/2012
PAYSAGE,-not sold-,"$10,000","$15,000",Inscribed and Signed,"12.63"" x 19.25""",not given,Charcoal / Paper,4,Sotheby's New York,10/04/2012
MARCHÉ,-not sold-,"$30,000","$40,000",Signed Initials,"9.88"" x 11.20""",not given,Watercolor and gouache  over pencil / Paper,5,Sotheby's New York,10/04/2012
ÉTUDES DE DEUX FEMMES,-not sold-,"$7,000","$10,000",Signed Initials,"9.38"" x 12.13""",c.1830,Charcoal / Paper,9,Sotheby's New York,10/04/2012
Figure Study,"$5,040","$5,000","$7,000",Signed Lower Right,"8.38"" x 9.88""",not given,Charcoal / Paper,632,"Skinner Inc, Boston",09/07/2012
L'homme au journal,-not sold-,"$1,046","$1,569",Signed Monogram,"4.53"" x 3.35""",not given,Charcoal / Paper,557,Galartis,06/30/2012
Porteuse d'eau,"$10,450","$10,450","$15,680",Stamped,"10.04"" x 6.30""",c. 1874,Pencil / Paper,154,Beurret Bailly Widmer Auktionen (formly. Beurret Bailly),06/23/2012
Jardin à Éragny,"$492,590","$471,750","$786,250",Signed Initials,"25.59"" x 31.69""",c.1893,Oil / Canvas,306,"Christie's London, King Street",06/21/2012
Scène de village,-not sold-,"$5,050","$7,580",Unavailable,"11.02"" x 16.14""",not given,Pencil / Paper,5,Claude Aguttes,06/20/2012
Femme assise,-not sold-,"$31,570","$44,200",Signed Lower Right,"12.11"" x 13.78""",not given,Charcoal / Paper,7,Claude Aguttes,06/20/2012
Bords de l'Oise à Auvers-sur-Oise,"$1,259,750","$1,098,370","$1,569,100",Signed and Dated,"21.34"" x 25.75""",1878,Oil / Canvas,21,"Christie's London, King Street",06/20/2012
JEUNE PAYSANNE SE COIFFANT,"$143,180","$109,840","$141,220",Signed and Dated,"12.87"" x 9.88""",1891,Gouache / Paper,174,"Sotheby's London, New Bond Street",06/20/2012
L'ALLÉE DU JARDIN D'ERAGNY,"$340,890","$156,910","$235,370",Stamped,"6.18"" x 9.25""",c.1899,Oil / Panel,348,"Sotheby's London, New Bond Street",06/20/2012
Les paysans,-not sold-,"$23,520","$31,360",Unavailable,"12.99"" x 9.53""",not given,Charcoal and pastel on paper,3,Bonhams Bond Street,06/19/2012
"LE JARDIN DES TUILERIES ET LE PAVILLON DE FLORE, MATIN, PRINTEMPS",-not sold-,"$2,822,760","$3,920,500",Signed and Dated,"25.59"" x 32.09""",1900,Oil / Canvas,6,"Sotheby's London, New Bond Street",06/19/2012
La porteuse de bois.,-not sold-,"$210,460","$315,690",Signed Lower Right,"8.07"" x 6.10""",not given,Gouache / Paper,3203,"Galerie Koller, AG, Zurich",06/18/2012-06/23/2012
Baigneuses assises au bord d'une rivière,-not sold-,"$363,970","$467,960",Signed and Dated,"7.48"" x 10.16""",1901,Gouache / Silk,22,Galerie Fischer Auktionen AG,06/13/2012-06/15/2012
Le Marché Saint Honoré,"$127,230","$62,060","$93,100",Signed and Dated,"11.50"" x 9.00""",1889,Watercolor / Paper,208,Woolley and Wallis,06/13/2012
Julie allaitant Ludovic-Rodolphe,"$412,700","$312,650","$375,180",Signed and Dated,"18.11"" x 14.96""",1878,Oil / Canvas,18,Etude Rouillac,06/10/2012
La gardeuse d'oies,"$568,580","$383,310","$638,850",Signed and Dated,"10.47"" x 15.91""",1888,"Gouache, watercolor and pencil / Silk",2,Christie's Paris,05/22/2012
Deux paysannes assises,"$31,940","$44,720","$57,500",Signed and Dated,"13.35"" x 10.16""",1881,Charcoal / Paper,9,Christie's Paris,05/22/2012
Paysanne attachant son soulier,"$553,240","$511,080","$766,620",Signed and Dated,"22.24"" x 18.43""",1885,Oil / Canvas,11,Christie's Paris,05/22/2012
Youth at a Desk (The Artist's Son),"$9,380","$10,000","$15,000",Signed Initials,"9.00"" x 11.38""",not given,Pen and ink  with watercolor and gouache / Paper,111,Doyle New York,05/09/2012
Paysage,-not sold-,"$5,420",n/a,Signed,"10.63"" x 13.39""",not given,Pencil / Paper,527,"Dobiaschofsky Auktionen, Bern",05/09/2012-05/12/2012
"LE RU DE MONTBUISSON, LOUVECIENNES","$632,500","$400,000","$600,000",Signed Lower Right,"18.13"" x 21.88""",c. 1869,Oil / Canvas,136,Sotheby's New York,05/03/2012
TROIS CAVALIERS ET CHEVAUX GALOPANT DANS UNE PLAINE (VENEZUELA),-not sold-,"$80,000","$120,000",Signed Lower Left,"11.88"" x 23.25""",c. 1857-58,Oil / Canvas,141,Sotheby's New York,05/03/2012
"L'AVANT-PORT DE DIEPPE, APRÈS-MIDI, TEMPS LUMINEUX","$1,538,500","$1,400,000","$1,800,000",Signed and Dated,"21.38"" x 25.75""",1902,Oil / Canvas,36,Sotheby's New York,05/02/2012
"PAYSAGE AVEC CHEVAL BLANC DANS UN PRÉ, L'HERMITAGE, PONTOISE",-not sold-,"$1,300,000","$1,800,000",Signed and Dated,"18.13"" x 21.75""",1872,Oil / Canvas,40,Sotheby's New York,05/02/2012
La vie aux champs (meule et semeur),"$182,500","$120,000","$180,000",Signed Lower Left,"10.00"" x 21.38""",c.1879,Gouache / Silk,116,"Christie's New York, Rockefeller Center",05/02/2012
Sans titre (recto); Etudes (verso),-not sold-,"$6,000","$8,000",Stamped,"10.13"" x 14.75""",not given,Pencil / Paper,117,"Christie's New York, Rockefeller Center",05/02/2012
Daphnis et Chloé,"$16,250","$14,000","$18,000",Stamped,"4.75"" x 5.38""",1895-96,Gouache  pen and black ink and sanguine over pencil / Paper,128,"Christie's New York, Rockefeller Center",05/02/2012
Paysanne de dos,"$15,000","$7,000","$10,000",Stamped,"9.25"" x 7.13""",not given,Charcoal  brush and wash / Paper,129,"Christie's New York, Rockefeller Center",05/02/2012
Scène villageoise,-not sold-,"$50,000","$70,000",Unavailable,"9.38"" x 12.00""",c. 1854-55,Oil  and pencil / Canvas,313,"Christie's New York, Rockefeller Center",05/02/2012
Village au pied d'une colline,"$80,500","$60,000","$80,000",Unavailable,"9.50"" x 12.00""",c. 1854-55,Oil  and pencil / Canvas,314,"Christie's New York, Rockefeller Center",05/02/2012
Crique avec voilier,"$530,500","$200,000","$300,000",Signed and Dated,"13.75"" x 20.88""",1856,Oil / Canvas,315,"Christie's New York, Rockefeller Center",05/02/2012
Personnages discutant au bord d'un chemin,"$188,500","$100,000","$150,000",Signed and Dated,"12.88"" x 18.00""",1856,Oil / Canvas,316,"Christie's New York, Rockefeller Center",05/02/2012
"Vaches s'abreuvant dans un ruisseau, Osny","$662,500","$500,000","$700,000",Signed and Dated,"10.25"" x 15.25""",1886,Gouache / Silk,26,"Christie's New York, Rockefeller Center",05/01/2012
Cow,"$1,140",$900,"$1,200",Unavailable,"3.50"" x 3.50""",not given,Pencil / Paper,20,Barridoff Galleries,04/25/2012
Making Lace,-not sold-,"$1,205","$1,606",By Estate,"8.50"" x 5.50""",not given,Pencil / Paper,57,Walker's,04/18/2012
Paysage de Carracas,-not sold-,"$16,010","$20,010",Unavailable,"9.25"" x 11.81""",not given,Pencil / Paper,35,Jack-Philippe Ruellan,03/31/2012
Les lavandières,-not sold-,"$2,665","$3,997",Signed Monogram,"5.20"" x 8.78""",not given,Pencil / Paper,106bis,Ader Nordmann,03/29/2012
SCENE DE PARC,"$6,480","$2,648","$3,972",Stamped,"4.80"" x 6.50""",not given,Pencil / Paper,1,Artcurial,03/22/2012
PROMENADE CHAMPETRE,"$5,960","$1,986","$2,648",Signed Initials,"5.79"" x 7.32""",not given,Pencil / Paper,2,Artcurial,03/22/2012
SOUS LA TONNELLE (STUDY FOR DAPHNIS AND CHLOE¨),"$21,250","$10,000","$15,000",Signed Initials,"4.75"" x 5.25""",c.1895-99,Pen and ink  over pencil / Board,2,Sotheby's New York,03/14/2012
Lisiere du Bois (The Edge of the Wood),-not sold-,"$220,000","$280,000",Signed Lower Left,"10.00"" x 14.49""",1867,Oil / Canvas,5,Saffronart,02/15/2012-02/16/2012
Study of figures working,"$8,310","$4,748","$7,910",Unavailable,"8.90"" x 11.42""",not given,Pencil / Paper,179,"Christie's London, South Kensington",02/10/2012
"DARSE DE PE^CHE ET BASSIN DUQUESNE, DIEPPE, TEMPS GRIS LUMINEUX","$192,520","$190,540","$285,800",Signed and Dated,"8.74"" x 10.67""",1902,Oil / Canvas,114,"Sotheby's London, New Bond Street",02/09/2012
CAVALIER A` L'ORE´E D'UN BOIS,"$125,830","$39,700","$55,570",Signed Lower Right,"15.71"" x 12.72""",c.1859,Oil / Canvas,383,"Sotheby's London, New Bond Street",02/09/2012
"PAYSAGE AVEC DEUX PERSONNAGES, ÉRAGNY, AUTOMNE","$364,000","$127,020","$190,540",Signed and Dated,"10.75"" x 8.50""",1902,Oil / Linen,389,"Sotheby's London, New Bond Street",02/09/2012
